Date,Time/Seq,SMAC,SIP,Sport,DMAC,DIP,Dport,Protocol,GoodBad,AllowBlock,Comments
20180408,111,,192.168.1.11,,,52.28.38.154,,TCP,,1,34025  >  443 [ACK] Seq=342 Ack=4052 Win=14048 Len=0 TSval=4294948138 TSecr=437598164,Previously seen destination. Letting through.
20180408,112,,192.168.1.11,,,52.28.38.154,,TLSv1,,1,"Application Data, Application Data",Previously seen destination. Letting through.
20180408,113,,52.28.38.154,,,192.168.1.11,,TCP,,1,443  >  34025 [ACK] Seq=4052 Ack=864 Win=21248 Len=0 TSval=437598188 TSecr=4294948150,source ip is relatively new
20180408,114,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,Application Data,source ip is relatively new
20180408,115,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,Encrypted Alert,source ip is relatively new
20180408,116,,192.168.1.11,,,52.28.38.154,,TCP,,1,34025  >  443 [ACK] Seq=864 Ack=4601 Win=14048 Len=0 TSval=4294948241 TSecr=437598268,Previously seen destination. Letting through.
20180408,117,,192.168.1.11,,,52.28.38.154,,TCP,,1,34025  >  443 [ACK] Seq=864 Ack=4638 Win=14048 Len=0 TSval=4294948242 TSecr=437598268,Previously seen destination. Letting through.
20180408,118,,192.168.1.11,,,52.28.38.154,,TCP,,1,"34025  >  443 [RST, ACK] Seq=864 Ack=4638 Win=14048 Len=0 TSval=4294948246 TSecr=437598268",Previously seen destination. Letting through.
20180408,119,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY a.5.7.1.5.c.e.f.f.f.0.2.2.7.e.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY dch175A.local, ""QM"" question ANY 11.192.168.1.in-addr.arpa, ""QM"" question ANY dch.local, ""QM"" question A 192.168.1.11 PTR dch175A.local A 192.168.1.11 PTR dch.local AAAA fe80::6e72:20ff:fec5:175a PTR dch175A.local AAAA fe80::6e72:20ff:fec5:175a PTR dch.local",Safe protocol
20180408,120,,192.168.1.11,,,52.28.38.154,,TCP,,1,34027  >  443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294948345 TSecr=0 WS=2,Previously seen destination. Letting through.
20180408,121,,52.28.38.154,,,192.168.1.11,,TCP,,1,"443  >  34027 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=1380 SACK_PERM=1 TSval=437598372 TSecr=4294948345 WS=256",source ip is relatively new
20180408,122,,192.168.1.11,,,52.28.38.154,,TCP,,1,34027  >  443 [ACK] Seq=1 Ack=1 Win=5840 Len=0 TSval=4294948346 TSecr=437598372,Previously seen destination. Letting through.
20180408,123,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY a.5.7.1.5.c.e.f.f.f.0.2.2.7.e.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY dch175A.local, ""QM"" question ANY 11.192.168.1.in-addr.arpa, ""QM"" question ANY dch.local, ""QM"" question A 192.168.1.11 PTR dch175A.local A 192.168.1.11 PTR dch.local AAAA fe80::6e72:20ff:fec5:175a PTR dch175A.local AAAA fe80::6e72:20ff:fec5:175a PTR dch.local",Safe protocol
20180408,124,,192.168.1.11,,,52.28.38.154,,TLSv1,,1,Client Hello,Previously seen destination. Letting through.
20180408,125,,52.28.38.154,,,192.168.1.11,,TCP,,1,443  >  34027 [ACK] Seq=1 Ack=208 Win=19200 Len=0 TSval=437598385 TSecr=4294948358,source ip is relatively new
20180408,126,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,Server Hello,source ip is relatively new
20180408,127,,52.28.38.154,,,192.168.1.11,,TCP,,1,443  >  34027 [ACK] Seq=1369 Ack=208 Win=19200 Len=1368 TSval=437598385 TSecr=4294948358 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,128,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,"Certificate, Server Key Exchange, Server Hello Done",Previously seen destination. Letting through.
20180408,129,,192.168.1.11,,,52.28.38.154,,TCP,,1,34027  >  443 [ACK] Seq=208 Ack=1369 Win=8576 Len=0 TSval=4294948359 TSecr=437598385,Previously seen destination. Letting through.
20180408,130,,192.168.1.11,,,52.28.38.154,,TCP,,1,34027  >  443 [ACK] Seq=208 Ack=2737 Win=11312 Len=0 TSval=4294948359 TSecr=437598385,Previously seen destination. Letting through.
20180408,131,,192.168.1.11,,,52.28.38.154,,TCP,,1,34027  >  443 [ACK] Seq=208 Ack=3818 Win=14048 Len=0 TSval=4294948360 TSecr=437598385,Previously seen destination. Letting through.
20180408,132,,192.168.1.11,,,52.28.38.154,,TLSv1,,1,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Previously seen destination. Letting through.
20180408,133,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",Previously seen destination. Letting through.
20180408,134,,192.168.1.11,,,52.28.38.154,,TCP,,1,34027  >  443 [ACK] Seq=342 Ack=4052 Win=14048 Len=0 TSval=4294948396 TSecr=437598422,Previously seen destination. Letting through.
20180408,135,,192.168.1.11,,,52.28.38.154,,TLSv1,,1,"Application Data, Application Data",Previously seen destination. Letting through.
20180408,136,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY a.5.7.1.5.c.e.f.f.f.0.2.2.7.e.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY dch175A.local, ""QM"" question ANY 11.192.168.1.in-addr.arpa, ""QM"" question ANY dch.local, ""QM"" question A 192.168.1.11 PTR dch175A.local A 192.168.1.11 PTR dch.local AAAA fe80::6e72:20ff:fec5:175a PTR dch175A.local AAAA fe80::6e72:20ff:fec5:175a PTR dch.local",Safe protocol
20180408,137,,52.28.38.154,,,192.168.1.11,,TCP,,1,443  >  34027 [ACK] Seq=4052 Ack=864 Win=21248 Len=0 TSval=437598445 TSecr=4294948408,Previously seen destination. Letting through.
20180408,138,,192.168.1.11,,,52.28.38.154,,TLSv1,,1,"Application Data, Application Data",Previously seen destination. Letting through.
20180408,139,,52.28.38.154,,,192.168.1.11,,TCP,,1,443  >  34027 [ACK] Seq=4052 Ack=1594 Win=22784 Len=0 TSval=437598445 TSecr=4294948418,Previously seen destination. Letting through.
20180408,140,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 PTR, cache flush dch.local A, cache flush 192.168.1.11 PTR, cache flush dch175A.local A, cache flush 192.168.1.11 PTR, cache flush dch.local AAAA, cache flush fe80::6e72:20ff:fec5:175a PTR, cache flush dch175A.local AAAA, cache flush fe80::6e72:20ff:fec5:175a",Safe protocol
20180408,141,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY D-Link DCH-S160 Configuration Utility._http._tcp.local, ""QM"" question ANY D-Link HNAP Service._dhnap._tcp.local, ""QM"" question SRV 0 0 80 dch.local TXT SRV 0 0 80 dch.local TXT",Safe protocol
20180408,142,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,Application Data,Previously seen destination. Letting through.
20180408,143,,192.168.1.11,,,52.28.38.154,,TCP,,1,34027  >  443 [ACK] Seq=1594 Ack=4649 Win=14048 Len=0 TSval=4294948479 TSecr=437598505,Previously seen destination. Letting through.
20180408,144,,192.168.1.11,,,52.28.38.154,,TCP,,1,"34027  >  443 [FIN, ACK] Seq=1594 Ack=4649 Win=14048 Len=0 TSval=4294948480 TSecr=437598505",Previously seen destination. Letting through.
20180408,145,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,Encrypted Alert,Previously seen destination. Letting through.
20180408,146,,52.28.38.154,,,192.168.1.11,,TCP,,1,"443  >  34027 [FIN, ACK] Seq=4686 Ack=1595 Win=22784 Len=0 TSval=437598508 TSecr=4294948480",Previously seen destination. Letting through.
20180408,147,,192.168.1.11,,,52.28.38.154,,TCP,,1,34027  >  443 [RST] Seq=1595 Win=0 Len=0,Previously seen destination. Letting through.
20180408,148,,192.168.1.11,,,52.28.38.154,,TCP,,1,34027  >  443 [RST] Seq=1595 Win=0 Len=0,Previously seen destination. Letting through.
20180408,149,,192.168.1.11,,,52.28.38.154,,TCP,,1,34028  >  443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294948506 TSecr=0 WS=2,Previously seen destination. Letting through.
20180408,150,,52.28.38.154,,,192.168.1.11,,TCP,,1,"443  >  34028 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=1380 SACK_PERM=1 TSval=437598534 TSecr=4294948506 WS=256",Previously seen destination. Letting through.
20180408,151,,192.168.1.11,,,52.28.38.154,,TCP,,1,34028  >  443 [ACK] Seq=1 Ack=1 Win=5840 Len=0 TSval=4294948507 TSecr=437598534,Previously seen destination. Letting through.
20180408,152,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0002 A ntp1.dlink.com,Safe protocol
20180408,153,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0002 A ntp1.dlink.com A 54.86.11.193 A 54.186.215.173,Safe protocol
20180408,154,,192.168.1.11,,,54.86.11.193,,NTP,,0,"NTP Version 3, client",Default
20180408,155,,192.168.1.11,,,52.28.38.154,,TLSv1,,1,Client Hello,Previously seen destination. Letting through.
20180408,156,,52.28.38.154,,,192.168.1.11,,TCP,,1,443  >  34028 [ACK] Seq=1 Ack=208 Win=19200 Len=0 TSval=437598546 TSecr=4294948519,Previously seen destination. Letting through.
20180408,157,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,Server Hello,Previously seen destination. Letting through.
20180408,158,,52.28.38.154,,,192.168.1.11,,TCP,,1,443  >  34028 [ACK] Seq=1369 Ack=208 Win=19200 Len=1368 TSval=437598547 TSecr=4294948519 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,159,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,"Certificate, Server Key Exchange, Server Hello Done",Previously seen destination. Letting through.
20180408,160,,192.168.1.11,,,52.28.38.154,,TCP,,1,34028  >  443 [ACK] Seq=208 Ack=1369 Win=8576 Len=0 TSval=4294948521 TSecr=437598547,Previously seen destination. Letting through.
20180408,161,,192.168.1.11,,,52.28.38.154,,TCP,,1,34028  >  443 [ACK] Seq=208 Ack=2737 Win=11312 Len=0 TSval=4294948521 TSecr=437598547,Previously seen destination. Letting through.
20180408,162,,192.168.1.11,,,52.28.38.154,,TCP,,1,34028  >  443 [ACK] Seq=208 Ack=3818 Win=14048 Len=0 TSval=4294948521 TSecr=437598547,Previously seen destination. Letting through.
20180408,163,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY D-Link DCH-S160 Configuration Utility._http._tcp.local, ""QM"" question ANY D-Link HNAP Service._dhnap._tcp.local, ""QM"" question SRV 0 0 80 dch.local TXT SRV 0 0 80 dch.local TXT",Safe protocol
20180408,164,,54.86.11.193,,,192.168.1.11,,NTP,,1,"NTP Version 3, server",source ip is relatively new
20180408,165,,192.168.1.11,,,52.28.38.154,,TLSv1,,1,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Previously seen destination. Letting through.
20180408,166,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",Previously seen destination. Letting through.
20180408,167,,192.168.1.11,,,52.28.38.154,,TCP,,1,34028  >  443 [ACK] Seq=342 Ack=4052 Win=14048 Len=0 TSval=4294948573 TSecr=437598599,Previously seen destination. Letting through.
20180408,168,,192.168.1.11,,,52.28.38.154,,TLSv1,,1,"Application Data, Application Data",Previously seen destination. Letting through.
20180408,169,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY D-Link DCH-S160 Configuration Utility._http._tcp.local, ""QM"" question ANY D-Link HNAP Service._dhnap._tcp.local, ""QM"" question SRV 0 0 80 dch.local TXT SRV 0 0 80 dch.local TXT",Safe protocol
20180408,170,,52.28.38.154,,,192.168.1.11,,TCP,,1,443  >  34028 [ACK] Seq=4052 Ack=736 Win=21248 Len=0 TSval=437598623 TSecr=4294948585,Previously seen destination. Letting through.
20180408,171,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 TXT, cache flush PTR D-Link HNAP Service._dhnap._tcp.local SRV, cache flush 0 0 80 dch.local AAAA, cache flush fe80::6e72:20ff:fec5:175a A, cache flush 192.168.1.11 TXT, cache flush PTR _dhnap._tcp.local PTR D-Link DCH-S160 Configuration Utility._http._tcp.local SRV, cache flush 0 0 80 dch.local PTR _http._tcp.local",Safe protocol
20180408,172,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 PTR D-Link HNAP Service._dhnap._tcp.local, ""QM"" question",Safe protocol
20180408,173,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 PTR, cache flush dch.local PTR, cache flush dch175A.local PTR, cache flush dch.local AAAA, cache flush fe80::6e72:20ff:fec5:175a PTR, cache flush dch175A.local",Safe protocol
20180408,174,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 A, cache flush 192.168.1.11",Safe protocol
20180408,175,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0002 AAAA tzinfo.dch.dlink.com,Safe protocol
20180408,176,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,Application Data,Previously seen destination. Letting through.
20180408,177,,52.28.38.154,,,192.168.1.11,,TLSv1,,1,Encrypted Alert,Previously seen destination. Letting through.
20180408,178,,192.168.1.11,,,52.28.38.154,,TCP,,1,34028  >  443 [ACK] Seq=736 Ack=4457 Win=14048 Len=0 TSval=4294948770 TSecr=437598797,Previously seen destination. Letting through.
20180408,179,,192.168.1.11,,,52.28.38.154,,TCP,,1,34028  >  443 [ACK] Seq=736 Ack=4494 Win=14048 Len=0 TSval=4294948770 TSecr=437598797,Previously seen destination. Letting through.
20180408,180,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0003 A r0801.dch.dlink.com,Safe protocol
20180408,181,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0003 A r0801.dch.dlink.com A 52.28.161.134,Safe protocol
20180408,182,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294948771 TSecr=0 WS=2,Previously seen destination. Letting through.
20180408,183,,52.28.161.134,,,192.168.1.11,,TCP,,1,"443  >  42008 [SYN, ACK] Seq=0 Ack=1 Win=2048 Len=0 MSS=1380 SACK_PERM=1 WS=8",source ip is relatively new
20180408,184,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [ACK] Seq=1 Ack=1 Win=5840 Len=0,Previously seen destination. Letting through.
20180408,185,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0002 AAAA tzinfo.dch.dlink.com CNAME tzinfo-423124427.us-west-2.elb.amazonaws.com SOA ns-332.awsdns-41.com,Safe protocol
20180408,186,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0003 AAAA tzinfo-423124427.us-west-2.elb.amazonaws.com,Safe protocol
20180408,187,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0003 AAAA tzinfo-423124427.us-west-2.elb.amazonaws.com,Safe protocol
20180408,188,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0004 A tzinfo.dch.dlink.com,Safe protocol
20180408,189,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0004 A tzinfo.dch.dlink.com CNAME tzinfo-423124427.us-west-2.elb.amazonaws.com A 52.25.174.177 A 52.26.98.232 NS ns-332.awsdns-41.com NS ns-1769.awsdns-29.co.uk NS ns-1475.awsdns-56.org NS ns-560.awsdns-06.net A 205.251.193.76 A 205.251.194.48 A 205.251.197.195 A 205.251.198.233,Safe protocol
20180408,190,,192.168.1.11,,,52.25.174.177,,TCP,,1,48025  >  80 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294948781 TSecr=0 WS=2,Previously seen destination. Letting through.
20180408,191,,192.168.1.11,,,52.28.161.134,,TLSv1,,1,Client Hello,Previously seen destination. Letting through.
20180408,192,,52.28.161.134,,,192.168.1.11,,TCP,,1,443  >  42008 [ACK] Seq=1 Ack=208 Win=3120 Len=0,source ip is relatively new
20180408,193,,52.28.161.134,,,192.168.1.11,,TLSv1,,1,Server Hello,source ip is relatively new
20180408,194,,52.28.161.134,,,192.168.1.11,,TCP,,1,443  >  42008 [ACK] Seq=59 Ack=208 Win=3120 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,195,,52.28.161.134,,,192.168.1.11,,TCP,,1,443  >  42008 [ACK] Seq=1439 Ack=208 Win=3120 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,196,,52.28.161.134,,,192.168.1.11,,TLSv1,,1,Certificate,source ip is relatively new
20180408,197,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [ACK] Seq=208 Ack=59 Win=5840 Len=0,Previously seen destination. Letting through.
20180408,198,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [ACK] Seq=208 Ack=1439 Win=8600 Len=0,Previously seen destination. Letting through.
20180408,199,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [ACK] Seq=208 Ack=2819 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,200,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [ACK] Seq=208 Ack=3465 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,201,,52.28.161.134,,,192.168.1.11,,TLSv1,,1,Server Key Exchange,source ip is relatively new
20180408,202,,52.28.161.134,,,192.168.1.11,,TLSv1,,1,Server Hello Done,source ip is relatively new
20180408,203,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [ACK] Seq=208 Ack=3801 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,204,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [ACK] Seq=208 Ack=3810 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,205,,192.168.1.11,,,52.28.161.134,,TLSv1,,1,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Previously seen destination. Letting through.
20180408,206,,52.28.161.134,,,192.168.1.11,,TLSv1,,1,New Session Ticket,source ip is relatively new
20180408,207,,52.28.161.134,,,192.168.1.11,,TLSv1,,1,Change Cipher Spec,source ip is relatively new
20180408,208,,52.28.161.134,,,192.168.1.11,,TLSv1,,1,Encrypted Handshake Message,source ip is relatively new
20180408,209,,52.25.174.177,,,192.168.1.11,,TCP,,1,"80  >  48025 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=1380 SACK_PERM=1 TSval=420261283 TSecr=4294948781 WS=256",source ip is relatively new
20180408,210,,192.168.1.11,,,52.25.174.177,,TCP,,1,48025  >  80 [ACK] Seq=1 Ack=1 Win=5840 Len=0 TSval=4294948822 TSecr=420261283,Previously seen destination. Letting through.
20180408,211,,192.168.1.11,,,52.25.174.177,,HTTP,,1,GET /dst?timezone=Europe/Berlin&ts=1472723383&hash=f205479678aced5136edb73490461aeb HTTP/1.1 ,Previously seen destination. Letting through.
20180408,212,,52.28.161.134,,,192.168.1.11,,TCP,,1,"[TCP Retransmission] 443  >  42008 [PSH, ACK] Seq=3935 Ack=342 Win=3120 Len=53",source ip is relatively new
20180408,213,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [ACK] Seq=342 Ack=3988 Win=11360 Len=0 SLE=3935 SRE=3988,Previously seen destination. Letting through.
20180408,214,,192.168.1.11,,,52.28.38.154,,TCP,,1,"34028  >  443 [RST, ACK] Seq=736 Ack=4494 Win=14048 Len=0 TSval=4294948833 TSecr=437598797",Previously seen destination. Letting through.
20180408,215,,192.168.1.11,,,52.28.161.134,,TLSv1,,1,"Application Data, Application Data",Previously seen destination. Letting through.
20180408,216,,52.28.161.134,,,192.168.1.11,,TCP,,1,443  >  42008 [ACK] Seq=3988 Ack=544 Win=3120 Len=0,source ip is relatively new
20180408,217,,52.25.174.177,,,192.168.1.11,,TCP,,1,80  >  48025 [ACK] Seq=1 Ack=162 Win=19200 Len=0 TSval=420261325 TSecr=4294948823,source ip is relatively new
20180408,218,,52.25.174.177,,,192.168.1.11,,HTTP,,1,HTTP/1.1 200 OK  (application/json),source ip is relatively new
20180408,219,,52.25.174.177,,,192.168.1.11,,TCP,,1,"80  >  48025 [FIN, ACK] Seq=202 Ack=162 Win=19200 Len=0 TSval=420261327 TSecr=4294948823",source ip is relatively new
20180408,220,,192.168.1.11,,,52.25.174.177,,TCP,,1,48025  >  80 [ACK] Seq=162 Ack=202 Win=5840 Len=0 TSval=4294948867 TSecr=420261327,Previously seen destination. Letting through.
20180408,221,,192.168.1.11,,,52.25.174.177,,TCP,,1,"48025  >  80 [FIN, ACK] Seq=162 Ack=203 Win=5840 Len=0 TSval=4294948876 TSecr=420261327",Previously seen destination. Letting through.
20180408,222,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 TXT, cache flush PTR D-Link HNAP Service._dhnap._tcp.local SRV, cache flush 0 0 80 dch.local AAAA, cache flush fe80::6e72:20ff:fec5:175a A, cache flush 192.168.1.11 TXT, cache flush PTR _dhnap._tcp.local PTR D-Link DCH-S160 Configuration Utility._http._tcp.local SRV, cache flush 0 0 80 dch.local PTR _http._tcp.local",Safe protocol
20180408,223,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 PTR D-Link HNAP Service._dhnap._tcp.local, ""QM"" question",Safe protocol
20180408,224,,52.25.174.177,,,192.168.1.11,,TCP,,1,80  >  48025 [ACK] Seq=203 Ack=163 Win=19200 Len=0 TSval=420261378 TSecr=4294948876,source ip is relatively new
20180408,225,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 PTR _dhnap._tcp.local PTR D-Link HNAP Service._dhnap._tcp.local SRV, cache flush 0 0 80 dch.local TXT, cache flush",Safe protocol
20180408,226,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 PTR _http._tcp.local PTR D-Link DCH-S160 Configuration Utility._http._tcp.local SRV, cache flush 0 0 80 dch.local TXT, cache flush",Safe protocol
20180408,227,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 AAAA, cache flush fe80::6e72:20ff:fec5:175a PTR, cache flush dch.local AAAA, cache flush fe80::6e72:20ff:fec5:175a PTR, cache flush dch175A.local A, cache flush 192.168.1.11 PTR, cache flush dch.local A, cache flush 192.168.1.11 PTR, cache flush dch175A.local",Safe protocol
20180408,228,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 PTR D-Link HNAP Service._dhnap._tcp.local, ""QM"" question",Safe protocol
20180408,229,DavidEle_06:08:ba,,,D-LinkIn_c5:17:5a,,,ARP,,1,Who has 192.168.1.11? Tell 192.168.1.1,Safe protocol
20180408,230,D-LinkIn_c5:17:5a,,,DavidEle_06:08:ba,,,ARP,,1,192.168.1.11 is at 6c:72:20:c5:17:5a,Safe protocol
20180408,231,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0002 AAAA api.dch.dlink.com,Safe protocol
20180408,232,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0002 AAAA api.dch.dlink.com CNAME eu-api-elb-1068129369.eu-central-1.elb.amazonaws.com SOA ns-1689.awsdns-19.co.uk,Safe protocol
20180408,233,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0003 AAAA eu-api-elb-1068129369.eu-central-1.elb.amazonaws.com,Safe protocol
20180408,234,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0003 AAAA eu-api-elb-1068129369.eu-central-1.elb.amazonaws.com,Safe protocol
20180408,235,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0004 A api.dch.dlink.com,Safe protocol
20180408,236,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0004 A api.dch.dlink.com CNAME eu-api-elb-1068129369.eu-central-1.elb.amazonaws.com A 52.28.38.154 A 52.58.68.165,Safe protocol
20180408,237,,192.168.1.11,,,52.28.38.154,,TCP,,1,40892  >  80 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294949438 TSecr=0 WS=2,Previously seen destination. Letting through.
20180408,238,,52.28.38.154,,,192.168.1.11,,TCP,,1,"80  >  40892 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=1380 SACK_PERM=1 TSval=437599466 TSecr=4294949438 WS=256",Previously seen destination. Letting through.
20180408,239,,192.168.1.11,,,52.28.38.154,,TCP,,1,40892  >  80 [ACK] Seq=1 Ack=1 Win=5840 Len=0 TSval=4294949439 TSecr=437599466,Previously seen destination. Letting through.
20180408,240,,192.168.1.11,,,52.28.38.154,,HTTP,,1,GET /agent/upgrade?p=Rol%2F%2BMO8MOodj0a8XLg9VxfoSACO%2FY5H%2FItv6c6z%2FBB%2BFakkJgRF7Nb4whfNe986TL0HfJzU1MLt7L%2Fml2JSW2U8sghW9%2F6sQyT2VWAlvUU5ebcDOVPSkn2kN6Ad05ud&iv=LQiJQTgk0iFYi3youKuyQw%3D%3D HTTP/1.1 ,Previously seen destination. Letting through.
20180408,241,,52.28.38.154,,,192.168.1.11,,TCP,,1,80  >  40892 [ACK] Seq=1 Ack=273 Win=19200 Len=0 TSval=437599467 TSecr=4294949439,Previously seen destination. Letting through.
20180408,242,,52.28.38.154,,,192.168.1.11,,HTTP,,1,HTTP/1.1 200 OK  (text/html),Previously seen destination. Letting through.
20180408,243,,52.28.38.154,,,192.168.1.11,,TCP,,1,"80  >  40892 [FIN, ACK] Seq=489 Ack=273 Win=19200 Len=0 TSval=437599510 TSecr=4294949439",Previously seen destination. Letting through.
20180408,244,,192.168.1.11,,,52.28.38.154,,TCP,,1,40892  >  80 [ACK] Seq=273 Ack=489 Win=6912 Len=0 TSval=4294949484 TSecr=437599510,Previously seen destination. Letting through.
20180408,245,,192.168.1.11,,,52.28.38.154,,TCP,,1,"40892  >  80 [FIN, ACK] Seq=273 Ack=490 Win=6912 Len=0 TSval=4294949491 TSecr=437599510",Previously seen destination. Letting through.
20180408,246,,52.28.38.154,,,192.168.1.11,,TCP,,1,80  >  40892 [ACK] Seq=490 Ack=274 Win=19200 Len=0 TSval=437599518 TSecr=4294949491,Previously seen destination. Letting through.
20180408,247,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY a.5.7.1.5.c.e.f.f.f.0.2.2.7.e.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY dch175A.local, ""QM"" question ANY 11.192.168.1.in-addr.arpa, ""QM"" question ANY dch.local, ""QM"" question A 192.168.1.11 PTR dch175A.local A 192.168.1.11 PTR dch.local AAAA fe80::6e72:20ff:fec5:175a PTR dch175A.local AAAA fe80::6e72:20ff:fec5:175a PTR dch.local",Safe protocol
