Date,Time,Source MAC,Source IP,Source Port,Dest MAC,Dest IP,Dest Port,Protocol,Good packet,Allowed
10/21/13,16:40:04,,10.0.2.15,49749,,81.0.212.200,443,tcp,1,1
10/21/13,16:40:05,,10.0.2.15,49744,,77.75.79.126,443,tcp,1,1
10/21/13,16:40:05,,10.0.2.15,49796,,52.222.175.209,443,tcp,1,1
10/21/13,16:40:05,,10.0.2.15,49866,,23.51.123.27,80,tcp,1,1
10/21/13,16:40:06,,10.0.2.15,49678,,216.58.207.78,443,tcp,1,1
10/21/13,16:40:06,,10.0.2.15,49876,,104.244.42.8,443,tcp,1,1
10/21/13,16:40:06,,10.0.2.15,49882,,216.58.207.78,80,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49853,,198.47.127.15,443,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49852,,198.47.127.17,443,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49465,,216.58.211.3,443,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49879,,216.58.207.66,443,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49750,,77.75.77.120,443,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49878,,74.125.195.154,443,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49883,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49877,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49870,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49868,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:07,,10.0.2.15,49857,,198.47.127.15,443,tcp,1,1
10/21/13,16:40:08,,10.0.2.15,49872,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:08,,10.0.2.15,49880,,50.16.218.2,443,tcp,1,1
10/21/13,16:40:08,,10.0.2.15,49871,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:08,,10.0.2.15,49875,,104.244.42.131,443,tcp,1,1
10/21/13,16:40:08,,10.0.2.15,49869,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:08,,10.0.2.15,63980,,192.168.33.254,53,udp,1,1
10/21/13,16:40:08,,10.0.2.15,63885,,192.168.33.254,53,udp,1,1
10/21/13,16:40:08,,10.0.2.15,56070,,192.168.33.254,53,udp,1,1
10/21/13,16:40:09,,10.0.2.15,61398,,192.168.33.254,53,udp,1,1
10/21/13,16:40:09,,10.0.2.15,59034,,192.168.33.254,53,udp,1,1
10/21/13,16:40:09,,10.0.2.15,51028,,192.168.33.254,53,udp,1,1
10/21/13,16:40:09,,10.0.2.15,52098,,192.168.33.254,53,udp,1,1
10/21/13,16:40:09,,10.0.2.15,50575,,192.168.33.254,53,udp,1,1
10/21/13,16:40:09,,10.0.2.15,51659,,192.168.33.254,53,udp,1,1
10/21/13,16:40:09,,10.0.2.15,58578,,192.168.33.254,53,udp,1,1
10/21/13,16:40:09,,10.0.2.15,49865,,104.244.42.193,443,tcp,1,1
10/21/13,16:40:09,,10.0.2.15,60905,,192.168.33.254,53,udp,1,1
10/21/13,16:40:09,,10.0.2.15,49753,,104.108.43.33,443,tcp,1,1
10/21/13,16:40:09,,10.0.2.15,57577,,192.168.33.254,53,udp,1,1
10/21/13,16:40:09,,10.0.2.15,52047,,192.168.33.254,53,udp,1,1
10/21/13,16:40:10,,10.0.2.15,62114,,192.168.33.254,53,udp,1,1
10/21/13,16:40:10,,10.0.2.15,49874,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:10,,10.0.2.15,62835,,192.168.33.254,53,udp,1,1
10/21/13,16:40:10,,10.0.2.15,61701,,192.168.33.254,53,udp,1,1
10/21/13,16:40:10,,10.0.2.15,57297,,192.168.33.254,53,udp,1,1
10/21/13,16:40:10,,10.0.2.15,56452,,192.168.33.254,53,udp,1,1
10/21/13,16:40:10,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:10,,10.0.2.15,63169,,192.168.33.254,53,udp,1,1
10/21/13,16:40:11,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:11,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:11,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:11,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:11,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:11,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:11,,10.0.2.15,56070,,192.168.33.254,53,udp,1,1
10/21/13,16:40:11,,10.0.2.15,53230,,192.168.33.254,53,udp,1,1
10/21/13,16:40:11,,10.0.2.15,61701,,192.168.33.254,53,udp,1,1
10/21/13,16:40:11,,10.0.2.15,49772,,198.47.127.27,443,tcp,1,1
10/21/13,16:40:12,,10.0.2.15,49465,,216.58.211.3,443,tcp,1,1
10/21/13,16:40:13,,10.0.2.15,49750,,77.75.77.120,443,tcp,1,1
10/21/13,16:40:14,,10.0.2.15,49749,,81.0.212.200,443,tcp,1,1
10/21/13,16:40:15,,10.0.2.15,49796,,52.222.175.209,443,tcp,1,1
10/21/13,16:40:15,,10.0.2.15,49821,,216.58.211.4,443,tcp,1,1
10/21/13,16:40:15,,10.0.2.15,49758,,77.75.76.72,443,tcp,1,1
10/21/13,16:40:15,,10.0.2.15,49866,,23.51.123.27,80,tcp,1,1
10/21/13,16:40:17,,10.0.2.15,49853,,198.47.127.15,443,tcp,1,1
10/21/13,16:40:17,,10.0.2.15,49852,,198.47.127.17,443,tcp,1,1
10/21/13,16:40:17,,10.0.2.15,49882,,216.58.207.78,80,tcp,1,1
10/21/13,16:40:17,,10.0.2.15,49883,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:17,,10.0.2.15,49877,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:17,,10.0.2.15,49870,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:17,,10.0.2.15,49465,,216.58.211.3,443,tcp,1,1
10/21/13,16:40:17,,10.0.2.15,49868,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:17,,10.0.2.15,49857,,198.47.127.15,443,tcp,1,1
10/21/13,16:40:18,,10.0.2.15,49872,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:18,,10.0.2.15,49869,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:19,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:19,,10.0.2.15,49753,,104.108.43.33,443,tcp,1,1
10/21/13,16:40:20,,10.0.2.15,49874,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:21,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:21,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:21,,10.0.2.15,49772,,198.47.127.27,443,tcp,1,1
10/21/13,16:40:22,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:22,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:22,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:22,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:23,,10.0.2.15,49875,,104.244.42.131,443,tcp,1,1
10/21/13,16:40:24,,10.0.2.15,49865,,104.244.42.193,443,tcp,1,1
10/21/13,16:40:24,,10.0.2.15,49749,,81.0.212.200,443,tcp,1,1
10/21/13,16:40:25,,10.0.2.15,49796,,52.222.175.209,443,tcp,1,1
10/21/13,16:40:25,,10.0.2.15,49876,,104.244.42.8,443,tcp,1,1
10/21/13,16:40:26,,10.0.2.15,49866,,23.51.123.27,80,tcp,1,1
10/21/13,16:40:26,,10.0.2.15,49465,,216.58.211.3,443,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49882,,216.58.207.78,80,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49853,,198.47.127.15,443,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49852,,198.47.127.17,443,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49883,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49877,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49870,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49868,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:27,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:28,,10.0.2.15,49857,,198.47.127.15,443,tcp,1,1
10/21/13,16:40:28,,10.0.2.15,49872,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:28,,10.0.2.15,53056,,192.168.33.254,53,udp,1,1
10/21/13,16:40:28,,10.0.2.15,53778,,192.168.33.254,53,udp,1,1
10/21/13,16:40:28,,10.0.2.15,57226,,192.168.33.254,53,udp,1,1
10/21/13,16:40:28,,10.0.2.15,64900,,192.168.33.254,53,udp,1,1
10/21/13,16:40:28,,10.0.2.15,49869,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:29,,10.0.2.15,49678,,216.58.207.78,443,tcp,1,1
10/21/13,16:40:29,,10.0.2.15,49878,,74.125.195.154,443,tcp,1,1
10/21/13,16:40:29,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:29,,10.0.2.15,49753,,104.108.43.33,443,tcp,1,1
10/21/13,16:40:30,,10.0.2.15,49874,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:30,,10.0.2.15,49829,,77.75.79.25,443,tcp,1,1
10/21/13,16:40:30,,10.0.2.15,49483,,77.75.76.182,443,tcp,1,1
10/21/13,16:40:32,,10.0.2.15,49772,,198.47.127.27,443,tcp,1,1
10/21/13,16:40:32,,10.0.2.15,49567,,23.33.69.167,443,tcp,1,1
10/21/13,16:40:35,,10.0.2.15,49796,,52.222.175.209,443,tcp,1,1
10/21/13,16:40:36,,10.0.2.15,49866,,23.51.123.27,80,tcp,1,1
10/21/13,16:40:37,,10.0.2.15,49882,,216.58.207.78,80,tcp,1,1
10/21/13,16:40:37,,10.0.2.15,49853,,198.47.127.15,443,tcp,1,1
10/21/13,16:40:37,,10.0.2.15,49852,,198.47.127.17,443,tcp,1,1
10/21/13,16:40:37,,10.0.2.15,49883,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:37,,10.0.2.15,49877,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:37,,10.0.2.15,49870,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:37,,10.0.2.15,49868,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:37,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:37,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:37,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:38,,10.0.2.15,49857,,198.47.127.15,443,tcp,1,1
10/21/13,16:40:38,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:38,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:38,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:38,,10.0.2.15,49872,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:38,,10.0.2.15,49869,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:39,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:39,,10.0.2.15,49753,,104.108.43.33,443,tcp,1,1
10/21/13,16:40:40,,10.0.2.15,49874,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:41,,10.0.2.15,49561,,104.108.56.152,443,tcp,1,1
10/21/13,16:40:42,,10.0.2.15,49772,,198.47.127.27,443,tcp,1,1
10/21/13,16:40:42,,10.0.2.15,49502,,77.75.79.120,443,tcp,1,1
10/21/13,16:40:45,,10.0.2.15,49796,,52.222.175.209,443,tcp,1,1
10/21/13,16:40:46,,10.0.2.15,49866,,23.51.123.27,80,tcp,1,1
10/21/13,16:40:46,,10.0.2.15,49561,,104.108.56.152,443,tcp,1,1
10/21/13,16:40:46,,10.0.2.15,49853,,198.47.127.15,443,tcp,1,1
10/21/13,16:40:46,,10.0.2.15,49852,,198.47.127.17,443,tcp,1,1
10/21/13,16:40:47,,10.0.2.15,49882,,216.58.207.78,80,tcp,1,1
10/21/13,16:40:47,,10.0.2.15,49540,,216.58.205.226,443,tcp,1,1
10/21/13,16:40:47,,10.0.2.15,49474,,77.75.78.72,443,tcp,1,1
10/21/13,16:40:47,,10.0.2.15,49883,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:47,,10.0.2.15,49870,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:47,,10.0.2.15,49877,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:47,,10.0.2.15,49857,,198.47.127.15,443,tcp,1,1
10/21/13,16:40:47,,10.0.2.15,49868,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:47,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:48,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:48,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:48,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:48,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:48,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:48,,10.0.2.15,49872,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:48,,10.0.2.15,49869,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:49,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:50,,10.0.2.15,49874,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:50,,10.0.2.15,49472,,77.75.79.9,443,tcp,1,1
10/21/13,16:40:55,,10.0.2.15,49866,,23.51.123.27,80,tcp,1,1
10/21/13,16:40:57,,10.0.2.15,49882,,216.58.207.78,80,tcp,1,1
10/21/13,16:40:57,,10.0.2.15,49883,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:57,,10.0.2.15,49870,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:57,,10.0.2.15,49877,,93.184.220.29,80,tcp,1,1
10/21/13,16:40:57,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:58,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:58,,10.0.2.15,49868,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:58,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:58,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:58,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:58,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:58,,10.0.2.15,49872,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:58,,10.0.2.15,49869,,93.184.220.70,443,tcp,1,1
10/21/13,16:40:59,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:00,,10.0.2.15,49874,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:00,,10.0.2.15,49865,,104.244.42.193,443,tcp,1,1
10/21/13,16:41:06,,10.0.2.15,49865,,104.244.42.193,443,tcp,1,1
10/21/13,16:41:06,,10.0.2.15,49882,,216.58.207.78,80,tcp,1,1
10/21/13,16:41:07,,10.0.2.15,63315,,192.168.33.254,53,udp,1,1
10/21/13,16:41:07,,10.0.2.15,49883,,93.184.220.29,80,tcp,1,1
10/21/13,16:41:07,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:08,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:08,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:08,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:08,,10.0.2.15,49877,,93.184.220.29,80,tcp,1,1
10/21/13,16:41:08,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:08,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:09,,10.0.2.15,49890,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:09,,10.0.2.15,49891,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:09,,10.0.2.15,58849,,192.168.33.254,53,udp,1,1
10/21/13,16:41:09,,10.0.2.15,49879,,216.58.207.66,443,tcp,1,1
10/21/13,16:41:09,,10.0.2.15,0x0303,,192.168.33.254,0x53f7,icmp,1,1
10/21/13,16:41:09,,10.0.2.15,56593,,192.168.33.254,53,udp,1,1
10/21/13,16:41:09,,10.0.2.15,49892,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:10,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:10,,10.0.2.15,49893,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:10,,10.0.2.15,55837,,192.168.33.254,53,udp,1,1
10/21/13,16:41:11,,10.0.2.15,49865,,104.244.42.193,443,tcp,1,1
10/21/13,16:41:11,,10.0.2.15,53627,,192.168.33.254,53,udp,1,1
10/21/13,16:41:11,,10.0.2.15,62786,,192.168.33.254,53,udp,1,1
10/21/13,16:41:11,,10.0.2.15,61234,,192.168.33.254,53,udp,1,1
10/21/13,16:41:11,,10.0.2.15,53829,,192.168.33.254,53,udp,1,1
10/21/13,16:41:12,,10.0.2.15,0x0303,,192.168.33.254,0xe1e5,icmp,1,1
10/21/13,16:41:12,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:13,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:15,,10.0.2.15,49893,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:16,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:16,,10.0.2.15,49894,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:16,,10.0.2.15,49895,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:18,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:18,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:18,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:18,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:18,,10.0.2.15,49821,,216.58.211.4,443,tcp,1,1
10/21/13,16:41:18,,10.0.2.15,49892,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:21,,10.0.2.15,49865,,104.244.42.193,443,tcp,1,1
10/21/13,16:41:21,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:21,,10.0.2.15,49890,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:21,,10.0.2.15,49891,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:23,,10.0.2.15,49821,,216.58.211.4,443,tcp,1,1
10/21/13,16:41:23,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:25,,10.0.2.15,49875,,104.244.42.131,443,tcp,1,1
10/21/13,16:41:26,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:27,,10.0.2.15,49876,,104.244.42.8,443,tcp,1,1
10/21/13,16:41:27,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:28,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:28,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:28,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:28,,10.0.2.15,49465,,216.58.211.3,443,tcp,1,1
10/21/13,16:41:28,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:28,,10.0.2.15,49865,,104.244.42.193,443,tcp,1,1
10/21/13,16:41:29,,10.0.2.15,49678,,216.58.207.78,443,tcp,1,1
10/21/13,16:41:29,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:29,,10.0.2.15,54133,,192.168.33.254,53,udp,1,1
10/21/13,16:41:30,,10.0.2.15,49878,,74.125.195.154,443,tcp,1,1
10/21/13,16:41:31,,10.0.2.15,51240,,192.168.33.254,53,udp,1,1
10/21/13,16:41:31,,10.0.2.15,0x0303,,192.168.33.254,0x75d3,icmp,1,1
10/21/13,16:41:31,,10.0.2.15,49890,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:31,,10.0.2.15,50166,,192.168.33.254,53,udp,1,1
10/21/13,16:41:31,,10.0.2.15,49891,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:31,,10.0.2.15,61509,,192.168.33.254,53,udp,1,1
10/21/13,16:41:32,,10.0.2.15,49829,,77.75.79.25,443,tcp,1,1
10/21/13,16:41:32,,10.0.2.15,49483,,77.75.76.182,443,tcp,1,1
10/21/13,16:41:36,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:41,,10.0.2.15,49890,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:41,,10.0.2.15,49891,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:41,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:41,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:42,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:42,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:42,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:42,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:44,,10.0.2.15,49502,,77.75.79.120,443,tcp,1,1
10/21/13,16:41:46,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:48,,10.0.2.15,49540,,216.58.205.226,443,tcp,1,1
10/21/13,16:41:48,,10.0.2.15,49474,,77.75.78.72,443,tcp,1,1
10/21/13,16:41:51,,10.0.2.15,49472,,77.75.79.9,443,tcp,1,1
10/21/13,16:41:51,,10.0.2.15,49890,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:51,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:51,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:52,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:52,,10.0.2.15,49891,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:52,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:52,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:52,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:54,,10.0.2.15,49540,,216.58.205.226,443,tcp,1,1
10/21/13,16:41:54,,10.0.2.15,49474,,77.75.78.72,443,tcp,1,1
10/21/13,16:41:56,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:41:57,,10.0.2.15,49472,,77.75.79.9,443,tcp,1,1
10/21/13,16:41:57,,10.0.2.15,49865,,104.244.42.193,443,tcp,1,1
10/21/13,16:42:01,,10.0.2.15,49890,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:01,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:01,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:02,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:02,,10.0.2.15,49891,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:02,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:02,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:02,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:06,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:11,,10.0.2.15,49879,,216.58.207.66,443,tcp,1,1
10/21/13,16:42:11,,10.0.2.15,49890,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:11,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:11,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:12,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:12,,10.0.2.15,49891,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:12,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:12,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:12,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:16,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:21,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:21,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:22,,10.0.2.15,49890,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:22,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:22,,10.0.2.15,49891,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:22,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:22,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:22,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:26,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:28,,10.0.2.15,49865,,104.244.42.193,443,tcp,1,1
10/21/13,16:42:29,,10.0.2.15,49465,,216.58.211.3,443,tcp,1,1
10/21/13,16:42:29,,10.0.2.15,49678,,216.58.207.78,443,tcp,1,1
10/21/13,16:42:29,,10.0.2.15,49876,,104.244.42.8,443,tcp,1,1
10/21/13,16:42:29,,10.0.2.15,49875,,104.244.42.131,443,tcp,1,1
10/21/13,16:42:31,,10.0.2.15,49878,,74.125.195.154,443,tcp,1,1
10/21/13,16:42:31,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:31,,10.0.2.15,49888,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:32,,10.0.2.15,49887,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:32,,10.0.2.15,49890,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:32,,10.0.2.15,49891,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:32,,10.0.2.15,49885,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:32,,10.0.2.15,49889,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:33,,10.0.2.15,49884,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:37,,10.0.2.15,49873,,93.184.220.70,443,tcp,1,1
10/21/13,16:42:41,,10.0.2.15,,,10.0.2.2,,arp,1,1
10/21/13,16:42:41,,10.0.2.15,49886,,93.184.220.70,443,tcp,1,1
